country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
UK,2011,15325,SOUTH WEST NORFOLK 2011 B,7,5,20,52.643103,0.51117413,"The assemblage comprised 2 discrete hoards (SOUTH WEST NORFOLK I - II). The first consisted of Iron Age 6 staters and perhaps the bronze unit which was found at the centre of this scatter. As it included only uninscribed coins, it could have been deposited anytime after c. AD 20. (PAS).",Norwich Castle Museum
Portugal,1983,12898,CAMPEÃ,9,184,184,41.291,-7.882,"Unknown originally number of coins. Only 9 pieces were recorded: 7 sestertii, 1 dupondius, 1 as: Claudius I Commodus (AD 184).",Lost
Czech Republic,1909,15962,BEZMĚROV,15,161,180,49.329895,17.334924,"Unknown original number of coins. 15 pieces are known: 14 denarii, 1 dupondius: Mark Antony - Marcus Aurelius (AD 161-180).","Museum of Moravia, Brno, Czech Republic (7 coins); Collection Červinkova (8 coins)"
Belgium,1971,8637,WIJNEGEM 1971-1979,20,251,253,51.23,4.511,"20 coins: 2 antoniniani (radiates), 18 sestertii: Trajan - Trebonianus Gallus (AD 251-253).",NA
France,1976,5743,BOIS L'ABBÉ 1976 4,28,-39,-39,50.02,1.46,The hoard comprised 24 Iron Age coins and 4 Republican denarii. It was characterised as being 1 of 16 individual votive deposits found at the site of an important Gallo-Roman sanctuary during excavations. Inventory No: 76.943.1 to 28,NA
UK,1781,2244,LINLITHGOW,300,169,180,55.9716266,-3.6025847,"13 Roman silver coins, presented to the Society of Antiquaries of Scotland, in 1781, all dug up 'with a great many more' in the muir (= moorland) of Linlithgow. These probably came from a find of 300, found in the Burrowmuir, deposited in an earthen urn.",NA
Turkey,1956,10352,ANTALYA 1956,335,312,313,36.886,30.678,"The hoard was purchased in Antalya in 1956 by Konrad Kraft for Staatliche Münzsammlung in Munich. According to the information given by the seller, it was found in Antalya (anc. Attaleia) in Pamphylia. The hoard consists of 335 coins dated AD 294-313.",Staatliche Münzsammlung in Munich
Israel,2006,7643,APOLLONIA 2006 A,8,383,395,32.1956,34.8063,The hoard comprised 8 nummi from the 4th century AD.,Israel Antiquities Authority (IAA 1117353-1117360)
Spain,2017,17568,REBOLLAR,46,117,138,40.1539433134,-5.8988712846984,Hoard of 17 denarii (Mark Antony - Augustus) and 29 sestertii (Nerva - Hadrian) (AD 117-138).,NA
Romania,1900,2609,BARBURA,80,165,165,46.005,22.9,80 denarii from Mark Anthony to Marcus Aurelius with a tpq of AD 165.,NA
Israel,1970,8166,JEWISH QUARTER 1970,696,70,70,31.776,35.233,"The hoard(?) comprised 696 bronze coins of Alexander Jannaeus (103-76 BC), which may have been derived from smaller hoards.",NA
Russia,1972,18376,SHUM-BROOK,230,286,341,44.92947708656,37.341518439574,Hoard of 230 coins of the Bosporan kings (AD 286-341).,NA
UK,1982,14621,FRANKS GROUND,3,272,274,51.156401,-2.8164226,"Recorded by the Somerset Levels Project. Hoard comprised just 3 radiates, found during peat digging. No archaeological context.",NA
Portugal,1907,17901,MONTE DO CRASTO - ABOIM DAS CHOÇAS,1000,388,408,41.924533336821,-8.4561017242886,Hoard of circa 1000 nummi found with a ceramic vessel of 4 liters: Constantine I - Arcadius (AD 388-408). Some authors consider 2 hoards with similar composition to be found here.,NA
France,1830,6344,CORDELLE,1200,-100,0,45.943,4.061,"The hoard comprised a ceramic vessel containing between 900 and 1200 gold Continental Iron Age staters. 3 examples from this hoard can be found in the Museé de Rouen (Inv. 382/2, 382/3 and 409/2).",Museé de Rouen
France,1800,3123,TRONCHOY,2001,222,235,49.828,1.865,Over 2000 aurei found with a ceramic vessel: Tiberius - Severus Alexander (AD 222-235); gold w8: c. 12801.4-15598.6g.,NA
Germany,1989,5481,REGENSBURG-KUMPFMÜHL,638,165,166,49.007871091391,12.082502204616,"The hoard was hidden inside the camp: 25 aurei, 610 denarii, 2 asses, 1 quadrans, as well as gold and silver jewelry in a bronze cauldron: Republic - Marcus Aurelius (AD 165-166).","Historischen Museum der Stadt Regensburg, Germany"
France,1841,6214,IZERNORE 1841,20,276,282,46.206,5.534,The assemblage comprised 20 'small bronzes' (Tacitus and Probus) assumed to be antoniniani (radiates) dating to the end of the third century AD. Blanchet considered the find to be a small hoard. TAF suggests it might be a purse hoard. The hoard was found during demolition of an old building.,NA
Russia,1838,18200,MORSHANSKOYE 1838,759,180,192,54.858414366883,20.508979159068,Hoard of 759 bronze coins: Trajan - Commodus (AD 180-192). Uncertain whether is part of MORSHANSKOYE 1838 hoard (?) or a separate 1.,NA
Bulgaria,1999,10302,HARSOVO 1999,15,238,244,43.5645,26.7685,15 provincial bronze coins: Septimius Severus - Gordian III (AD 238-244).,"History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 20"
UK,1872,14825,BECCLES,19,274,282,52.4543,1.560318,"A small barbarous radiate hoard in the British Museum with the provenance ""Beccles, Lowestoft, 1872"". No further information.",NA
Latvia,1823,15440,BORNSMINDE,7,364,375,56.407922,24.12975,"7 Roman imperial coins: 1 denarius, 3 antoniniani (radiates), 3 nummi: Marcus Aurelius - Valentinian I (AD 364-375).",Lost
France,1801,7578,MISSERY,52,271,274,47.31,4.373,"The hoard comprised an unknown number of small radiates (officials or imitations?), from Victorinus to Tetricus I (AD 271-274).",NA
Israel,1874,8082,JERICHO 1874,100,69,73,31.861,35.462,The hoard comprised approximately 100 shekels of the First Jewish Revolt (AD 66-73) with an engraved gem-seal.,24 coins: T. Drake (England); 76 coins: M. Ganneau
Netherlands,1975,9916,HEERLEN 1975,869,271,274,50.885,5.977,"869 antoniniani (radiates), barbarous imitations: Divus Claudius II and Tetrici (AD 271-274).","Thermenmuseum Heerlen; Koninklijk Penningkabinet, The Hague, Netherlands"
Bulgaria,1977,12131,KRISLOVO,6,249,251,42.2408,24.7951,"A large hoard of silver coins was discovered by Bulgarian soldiers. 6 antoniniani entered the museum collection in Plovdiv: Gordian III 5, Trajan Decius 1.","Museum of Archaeology, Plovdiv, Bulgaria; inv.no. 2735"
Bulgaria,1983,10240,NIKJUP 1983,50,238,244,43.218,25.6121,Unknown initial number of provincial bronze coins. 50 coins are kept in the museum collection in Sofia: Septimius Severus - Gordian III (AD 238-244),"National History Museum, Sofia, Bulgaria; inv. nos. 22 092-22 141 (50 coins)"
Austria,1800,13155,GEMEINLEBARN,45,276,282,48.337,15.805,Unknown silver coins. 45 coins were bought by the museum in Traismauer. 1 of the coins is an anotninianus of Probus.,"Museum, Traismauer, Austria"
UK,2003,15381,WEST LAVANT,5,10,40,50.874404,-0.80750792,"4 coins found on 28 August 2003, recorded by de Jersey and listed here. A fifth coin (a quarter stater of Verica, ABC 1208) was discovered about 700 m distant, but is not included here, nor is the the as of Claudius from the PAS list (stray find).",Chichester District Museum
Germany,1889,3132,WIGGENSBACH,401,233,233,47.745,10.231,"The Wiggensbach hoard was discovered in 1889 in Waldegg. The hoard consists of jewellery, the quantity and typology of which is not described by FMRD, and silver coins, mostly denarii and at least 4 antoniniani, with coins ranging from Mark Antony to Severus Alexander. 384 of them were bought by the Heimatmuseum in Kemp10. 25 remained in a private collection. A list of them exists, but it gives only the name of the emperor. FMRD speaks of 407 denarii, but lists only 401 coins among which a few antoniniani.","Allgäuer Heimatmuseum, Kempten, 25 specimens in private collections."
Greece,2001,5430,CHAERONEA,10,266,266,38.4923,22.8419,A hoard of 10 antoniniani (Valerian I - Gallienus) found in a destruction deposit of a Roman villa 500 metres from Chaer1a.,Museum of Chaeronea
Belgium,1990,8643,HABAY-LA-VIEILLE 1990-1991,32,260,265,49.723,5.619,"32 coins: 23 sestertii, 7 dupondii and 2 antoniniani (radiates): Titus - Postumus (AD 260-268).",NA
Poland,1886,13516,STARE PRAŻUCHY 1886,108,100,200,51.889478,18.327839,Hoard of 108 Roman denarii and 2 silver pendants. Coin w8: 297.5g.,NA
Germany,1843,16859,TEMPELBEZIRK AM IRMINENWINGERT 1843,9,324,361,49.749816,6.61377,A man uncovered the coins on the south side of the hospital vineyard located in front of Heidenkopf during demolition works. 12 Roman coins were found during the digging-up of the wreckage. These are labelled as 'Kollektivfund?' in FMRD.,NA
France,1983,7067,RAMPILLON 1983 1,21,244,249,48.55,3.067,The hoard comprised numerous fragments of silvered copper-alloy tableware accompanied by 21 sestertii and antoniniani (radiates) from Trajan to Philip I (AD 244-249). TAF interprets it as a deposit of scrap metal in10ding for recycling.,NA
Spain,1982,17660,SACONA,447,337,340,43.318800621728,-2.7253200339284,Originally were 447 coins. Only 168 pieces survived: Valerian I - House of Constantine I for Constantine I (Divus) (AD 337-340).,"Museo Vasco de Bilbao, Spain"
Egypt,1923,5226,TELL SAKHA A 35,299,114,117,31.08,30.94,"Hoard bought by E.T. Newell in Cairo in Dec. 1923, found near Sakha. It comprised 299 coins: 33 Greek silver coins from the 2nd and 1st c. BC, 261 denarii (Nero to Trajan) and 5 provincial silver issues of Trajan (1 Arabian drachm; 3 drachms of Cyrenaica and 1 hemidrachm of Cyrenaica).",NA
Turkey,1969,3725,IASOS,2997,257,258,37.279661,27.584638,"2997 coins: 2986 antoniniani (radiates), 11 denarii found with a cooking pot: Caracalla - Valerian I and Gallienus (AD 257-258).","Archaeological Museum, Izmir"
Germany,1795,17271,DELMENHORST-DWOBERG,24,185,185,53.0583,8.605,"A hoard of 24 denarii, found on the Dwoberg in 1795. Of these, 22 (Hadrian - Commodus) were found to be in the Oldenburg state museum.",NA
France,1837,5999,CIVAUX,6,-78,-78,46.444,0.665,"Hoard of unknown number of Celtic gold and silver coins of type ABYDOS, Togirix of Caletes and Santons. Together were found republican denarii.",NA
Bulgaria,1924,10170,BEALKOVTSI,168,270,270,42.946,26.004,(488) 168 silver coins: Commodus - Quintillius (AD 270),"National Archaeological Institute with Museum, Sofia, Bulgaria; inv. no. LXVII (75 coins)"
Spain,1910,12895,BEHOBIA,14,164,169,43.343,-1.762,"14 bronze coins: 10 dupondii, 4 asses: Tiberius - Marcus Aurelius (Lucilla) (AD 164-169).",NA
Denmark,1902,4584,"ÅRS MARK, MATR. 3C",2,470,500,56.805664,9.484228,2 solidi from hoard also containing ring gold and 3 gold bracteates. Both coins are imitiations.,National Museum of Denmark
Greece,1938,6867,IERISSOS Θ 1938,2,193,217,40.398,23.877,"The hoard comprised 2 Roman Provincial coins (Thessalonica), found in grave Θ in Ierissos.","Numismatic Museum, Athens"
Germany,1928,16839,TRIER - EROSKELLER/STEINUMRAHMUNG VII,15,202,210,49.746399025501,6.6410619735656,"51H includes the coins which were found in front of the temple, in the court by an urn.","Rheinisches Landesmuseum, Trier, Germany (inv.no. F 7104a)"
France,1883,7538,SAINT-PÈRE,700,268,270,47.412,2.961,The hoard comprised c. 700 coins including 200 sestertii and 500 antoniniani (radiates) from Septimius Severus to Claudius II.,NA
Morocco,1932,5419,VOLUBILIS - HOUSE OF THE EPHEBE,8,210,210,34.074,-5.556,"8 bronze pieces: 6 sestertii, 2 medallions: Antoninus Pius (Diva Faustina I) - Septimius Severus (AD 210).",NA
France,1974,7322,ALLIER DÉPARTEMENT,292,309,309,46.228,2.214,The hoard comprised an unknown number of 4th-century nummi which was immediately dispersed on discovery. Bertrand catalogued 292 coins which were being sold by a dealer in Vichy and other collectors. They date from the Tetrarchy to Constantine I with a tpq of AD 309. The latest coins are issue from Lyon mint (RIC 287/289 and 295).,NA
UK,1638,2199,ALCESTER 1638,816,378,402,52.211148,-1.8697029,"About 1638, 16 (or 8?) gold coins, and ca. 800 silver coins, containing the 'whole history of the Roman Empire, from Julius Caesar till Constantine the Great', found while digging a cellar. The coins are thought to be siliqua and solidi.",NA
Bulgaria,1971,12439,ABRITUS 1971,835,484,488,43.521,26.552,A hoard of approximate 835 gold coins with the latest issue being a coin of Leontius dating to AD 484 to 488. Hobbs estimates a precious metal w8 of approximately 3715.75g.,NA
France,1862,5978,LE MAZEAU,4000,271,274,46.335,-0.657,"On the 30.5.1862, approximately 4000 billon coins and small radiates dating to the third century AD were found during marshland reclamation work. On 21.07.1862, an excavation of the site, recovered a further 3000 coins of the same date. The coins were deposited in 2 piles 1.5m from each other at a depth of 0.95m. They were found in a layer of aquatic plant debris. Fillon lists the emperors represented as Volusian, Valerian, Gallienus, Salonina, Saloninus, Claudius II, Quintillus, Aurelian, Postumus, Laelian, Marius, Victorinus, Tetricus I and Tetricus II. There were no more than 100 coins dating to before the death of Postumus. According to Fillon, the radiates of Postumus without exception dated to the Ivth and Vth consulates. The coins of Tetricus made up 9/10ths of the hoard. There were about 10 coins of Aurelian (pre-reform) and for the most part were found in the second pile. Fillon's engravings indicate that there were also barbarous copies of coins of Divus Claudius, Victorinus and Tetricus. The hoard was found during drainage of marshland on the land of Mme de Craon-Beauveau.",NA
Georgia,1998,16080,GONIO 1998,41,193,211,41.573252885,41.5737199881,"Hoard of 41 silver coins: 15 denarii, with 2 didrachms, 23 drachms, and 1 hemidrachm minted in Caesarea in Cappadocia: Tiberius – Septimius Severus (AD 193-211).",Batumi Archaeological Museum
Germany,1886,5336,MAINZ 1886,3220,259,268,50.0027,8.2592,"A hoard of ca. 3220 Roman silver coins (denarii and antoniniani), ranging from Antoninus Pius to Postumus, found in a vessel during works at the Erthalstraße in 1886. Some of the hoard was dispersed. 1872 coins are listed in FMRD.",NA
India,1992,18339,CALICUT DISTRICT,25,202,210,11.25,75.77,"A small hoard of 25 Roman aurei and their imitations. This hoard was never published, however, according to Berghaus it contained 2 genuine issues and 23 cast imitations of Roman aurei, which prototypes can be dated from Lucius Verus to Septimius Severus. More than a half of them show evidence that they were made of the same moulds.",Private collection
France,1849,7461,MERCUREY,119,337,361,46.834,4.722,"The hoard comprised 119 nummi (AE 3) of Constantine I, Constantine II and Constantius II.",NA
France,1980,4084,MARAVIELLE,1745,285,285,43.226,6.48,"1745 coins: 1742 antoniniani (radiates), 3 denarii: Gallienus - Diocletian (AD 285); silver w8: 318.0-439.9 g.",NA
Germany,1863,17262,BINGUM-SOLTBORG,21,-2,14,53.2362,7.3926,"A hoard of 21+ Republican and early imperial coins (mostly denarii and a few bronze coins), found in 1863 at Soltborg under a clay layer in a depth of 7 feet. These coins lay loosely separated without a container. The coins were sold in 1930/1. Soltborg is in the vicinity of the Roman camp of Bentumersiel.",NA
Germany,1853,17179,KLEINWÖRDEN,3,176,180,53.66137,9.25811,In 1853 not far from the Oste river during earthworks 3 bronze coins (Marcus Aurelius) were found at a depth of 10 feet. Pit holes and other remains indicate a settlement.,NA
Bulgaria,1924,12063,RAZHEVO 1,4453,283,285,42.371,24.801,A large ceramic vessel containing 15 kg of silver coins. 4453 antoniniani were published (Moushmov 1936): Aemilian - Carinus (AD 283-285).,"National Archaeological Institute with Museum, Sofia, Bulgaria; inv. no. LXIX (in 1925); 1,231 coins"
Ukraine,1954,18247,KRYACHKOVKA 1957,31,187,188,50.298376682126,32.310455579327,31 denarii found in a silo at the site of the Cherniakyv Culture: Vespasian - Commodus (AD 180-192). Together were found 2 silver loops.,"Institute of Archaeology of the Academy of Sciences, Kyiv, Ukraine (11 coins, 1 loop); School museum, Davydovka, Ukraine"
