country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Czech Republic,1908,15864,KYŠICE 1908,4,27,28,49.7477,13.4763,"Group of 4 coins: Republican (2), Augustus, Tiberius (AD 27-28) Coh. 244","Collection of J. Thomayer (1926), Hradiste, now missing"
Romania,1969,2692,ADAMCLISI 1969,1548,204,204,44.091,27.944,1548 denarii found with a ceramic vessel: Nero - Septimius Severus (AD 204); silver w8: 2788.4-4765.7 g.,"Institute of Archaeology, Bucharest, Romania"
Germany,1909,5289,KÖLN GERTRUDENSTRAßE 1909,22500,236,238,50.9373,6.9457,"A large hoard of c. 22500 gold and silver coins, ranging from Claudius to Maximinus I, found in 1909 during excavation works for the construction of a house on Gertrudenstraße, approx. midway between Wolfstraße and Neumarkt. Of the c. 22500 coins found, 4513 are identifiable to RIC number. Only part of these coins are preserved today.",NA
Portugal,1920,4825,MONTE DO CAVALEIRO,88,276,282,37.363846169904,-7.9631723849192,"Unknown originally number of coins. 88 pieces were available for study: Gallienus - Probus (AD 276-282). I. Pereira Rodriguez suggests that this hoard is 1 and the same with a poorly recorded hoard known only as coming from 'Serra, Portugal'.","Museu Municipal de Santiago do Cacém (Sintra), Portugal"
UK,1887,15400,WIMBLINGTON 1887,38,20,50,52.515602,0.1354172,At least 38 Icenian silver units.,NA
Spain,1957,13015,SANTO TOMÉ,4000,292,306,38.02869859482,-3.1016567603148,Hoard of around 4000 coins found with a ceramic vessel. Only 166 pieces were studied: Valerian I and Gallienus - Tetrarchy (AD 292-293). Not clear whether the coins of the Tetrarchs include also nummi or only antoniniani (radiates).,NA
Bulgaria,1957,2672,ALTIMIR,11,105,105,43.5252,23.809,11 denarii: Republic - Trajan (AD 105).,NA
Italy,1920,17436,PALERMO,35,294,305,38.11667,13.366667,35 nummi of the Tetrarchy.,NA
Hungary,1993,4314,DUNÁUJVÁROS 1993 B,140,364,378,46.9751,18.9373,"140 coins: 1 antoninianus, 139 nummi of the House of Constantine and House of Valentinian (AD 364-378). It was found in the Principia building of the fort. No further information about the context was given.",NA
France,1892,6998,GUYANCOURT,3000,235,238,48.776,2.091,"The hoard comprised a ceramic vessel containing 'several hundred', '75kg' or 'approximately 3000 sestertii from Domitian to Maximinus I Thrax. The entire hoard was quickly dispersed.",NA
Bulgaria,1960,3381,PANAYOT KHITOVO,55,249,251,43.138,26.333,"(55) 17 silver coins: 9 denarii, 8 antoniniani: Septimius Severus - Trajan Decius (AD 249-251); silver w8: 21.6-34.1 g.",NA
France,1855,8548,SAINT-PAUL-LÈS-ROMANS,600,305,305,45.066,5.132,500-600 nummi of the tetrarchs (AD 294-305).,NA
Portugal,1884,8192,ALTO DO CORGO,7,-2,4,41.957,-8.633,"Originally, there were 37 denarii. The hoard is incomplete, but the documented coins were 7 republican and imperial denarii. Hoard dated in 2 BC-4 AD.",Lost
Germany,1981,18712,MOERS-ASBERG,10,41,50,51.4292,6.6677,"A hoard of 10 coins (Republic - Claudius I), found in Moers-Arsberg, Römerstraße. All coins have banker's marks.",Private coll.
UK,2008,15324,SOUTH OF WINSLOW,26,10,40,51.91779,-0.83823009,"Preliminary record of 7teen gold staters and 9 silver units of Cunobelin, found to the south of Winslow in September 2008.",Buckinghamshire County Museum
Bulgaria,1990,2686,GIGEN 1990,30,161,180,43.708,24.466,(ca.30) 12 sestertii and dupondii: Trajan - Marcus Aurelius (AD 161-180).,"Regional History Museum, Pleven, Bulgaria; auxiliary fund, inv.no. 693"
Germany,1977,18670,DORMAGEN 1977,10,161,162,51.09683,6.83167,10 denarii (Vespasian - Marcus Aurelius) found corroded together with a bronze fibula and a clasp. They might have been contained in a purse.,NA
Lebanon,1959,7615,BEQQA?,96,132,136,33.846,35.902,The hoard comprised 96 bronze coins from the Bar Kokhba Revolt (AD 132-135/6).,NA
France,1970,12565,LANDÉVENNEC,38,261,261,48.271,-4.334,"Group of 38 bronze coins: 28 sestertii, 3 dupondii, 7 asses: Nero - Postumus (AD 260-268).",NA
UK,1937,967,AMLWCH,438,272,274,53.410387,-4.3634751,"2 denarii and 436 radiates (Septimius Severus to the Tetrici), 2 silver finger rings, and 1 small silver ingot found beneath a st1 by workers widening a road between Amlwch and Bull Bay.",National Museum Cardiff
Belgium,1816,8350,KWAREMONT,5,14,37,50.777,3.525,"Unknown number of coins. Gallic staters (unepigraphic and VIROS inscription), 4 republican denarii, imperial denarii ending with 1 denarius of Tiberius (AD 14-37).",NA
Portugal,1744,17595,BRAGA 1744,300,161,180,41.550070509781,-8.4269290383417,300 aurei: Nero - Marcus Aurelius (AD 161-180).,Dispersed
Italy,1891,13796,GONESA,301,306,337,39.265393,8.471378,"Around 300 coins of various periods and denominations: Carthaginian 2 ; republican and early empire 51; late empire 120; uncertain (imperial) 50; asses 23; fragmentary 55. Issuers: Augustus, Claudius I, Nero, Galba, Vitellius, Domitian, Antoninus Pius.",Lost
Netherlands,1966,12676,AARDENBURG 1966,52,271,274,51.274,3.445,"52 coins: 1 denarius, 31 antoniniani (radiates), 5 antoniniani (radiates) imitations, 12 sestertii, 1 dupondius, 2 unknown denomination: Vespasian - Tetricus I (AD 271-274).",Municipality of Aardenburg
Portugal,1990,12892,SÃO MAMEDE,5,145,160,39.325185334933,-9.1786920878927,Unknown originally number of coins. Only 5 denarii are known: Tiberius - Antoninus Pius (Marcus Aurelius Caesar) (AD 145-160).,NA
Algeria,1914,4890,SOUR DJOUAB 1914,50,268,270,36.137,3.422,50 antoniniani (radiates): Valerian I and Gallienus/Gallienus - Claudius II (AD 268-270).,NA
Switzerland,1986,9755,"SCHLEITHEIM SH-HEBSACK 1986, TOMB 476",4,301,400,47.745,8.486,"Found during excavations, early medieval cemetery. Tomb 476: inhumation, female; among grave goods 4 Aes coins, part of the ""Gehänge""",Kantonsarchäologie Schaffhausen
Italy,1951,13821,"POMPEI II, XI",9,69,79,40.7508,14.494,"9 coins: 2 republican denarii 4 sestertii, 2 asses, 1 bronze coin. Among them issues Claudius I and Vespasian.",NA
France,1974,6013,POITIERS 1974,59,347,348,46.5837,0.3467,The hoard was found during excavations directed by the Direction des Antiquités Historiques de Poitou-Charentes on the site of the Trésorerie Générale: Claudius II (Divus) - House of Constantine I (AD 347-348).,NA
Morocco,1943,5415,BANASA 1943 - THE BAKERY,497,254,254,34.601,-6.117,"The hoard comprised 497 coins, including 2 denarii and 495 antoniniani (radiates): Caracalla - Valerian I and Gallienus (AD 257-260).",NA
France,1756,5623,LENS 1756,20,161,180,50.42893,2.83183,The hoard comprised '20 coins of which the most recent was an issue of Marcus Aurelius' The hoard was discovered by peat cutters.,NA
UK,1903,14620,BRIXTON DEVERILL 1903,120,324,341,51.123155,-2.1728421,"HER record of a hoard of 120 4th century nummi, ""bronze coins of Constantine I, and Helena"". The source is given as Devizes Museum daybook, 1903. This hoard does not appear to be recorded elsewhere, although it could possibly be related to the pot from the same parish in Devizes Museum.",NA
Bulgaria,1970,10114,SOFRONIEVO,61,249,251,43.6336,23.784,61 silver coins found in a ceramic vessel: Hadrian - Trajan Decius (AD 249-251). Found together with a bronze brooch.,"Regional History Museum Vratsa, Bulgaria; inv.nos. M IV 8346-8406"
UK,1781,1994,EYE,600,407,411,52.295424,1.1368146,"600+ late Roman gold coins, found by labourers in a Sand-Pit at Eye in 1781. It included coins of Valentinian, Gratian, Valentinian II, Theodosius I, Arcadius, Honorius and Constantine III.",NA
France,1886,7301,LUSIGNY 18869,7,249,251,46.589,3.489,"The hoard comprised an unknown number of Roman coins, which was divided in 2 by the finder. 1 part was melted down and used to make buttons, chains and a watch. The other part included 3 sestertii and 5 radiates from Trajan to Trajan Decius. It is possible that this hoard is part of 1 known as Lusigny A.",NA
Germany,1960,20401,HOLSEN,2,364,367,52.202932244019,8.5211327268666,"2 solidi - Valentinian I, Theodosius I - found at the same spot, different years.",NA
France,1852,6011,POITIERS 1852,261,-100,0,46.583,0.3387,Le Musée de la Société des Antiquaires de l'Ouest acquired 4 staters and 1 drachm from this hoard. 70 to 75 of the staters were dispersed among numerous collectors or melted down.,NA
UK,2001,15272,PENTNEY,2,5,20,52.687694,0.52853032,2 boar/horse B silver units stuck together.,NA
UK,1921,2441,FILEY A (SIGNAL STATION),99,393,402,54.212504,-0.28407887,"During the excavation of the signal station at Carr Naze, Filey, 2 hoards of small brass coins were found, 1 of 110 coins, the other of 22 coins, ranging from Carausius to Arcadius and Honorius. This is hoard A, comprising 110 nummi up to AD 402. Robertson lists 110 coins but as few reverse types are given, Craster's list has been used here.","Scarborough Museums,"
Germany,1980,17212,NIEDERZIER,3,260,268,50.88333,6.46667,"3 coins of Postumus were found in the basement area of the hypocaust heating room inside the main building of a villa rustica located north-east of Niederzier, in the 'München Busch' wooded area.",NA
France,1813,5905,INGRANDES,400,-27,14,47.402452,-0.921941,"The hoard comprised approximately 400 silver coins of Augustus, all in mint condition.",NA
Germany,1961,17075,KÖLN - HAUS CÄCILIENSTRAßE,209,346,361,50.935053721688,6.954805682664,"In 1961 a Roman layer was uncovered during earth movement for the north-south shaft north of Cäcilienstraße. 1 found a destruction layer with burnt silt, plaster, roofing tile, charcoal, iron nails, and 209 coins. It is certain that here a house was destroyed by fire, and at it the coins must have existed together in a container.","Römisch-Germanisches Museum, Köln, Germany"
Czech Republic,1921,15874,NEBOVIDY 1921,5,117,138,49.989687000000004,15.216286,"Group of 5 coins: Tiberius (Divus Augustus) as, Claudius I as, Nero 1 denarius, 1 sestertius, Hadrian sestertius (AD 117-138).","Regional museum, Kolín, Czech Republic"
Poland,1970,16224,MOKRACZ,100,211,217,51.341106,19.465113,"Hoard of circa 100 coins. Only 2 pieces are known: Claudius I sestertius, Caracalla provincial bronze minted in Serdica.",NA
France,1908,7330,VICHY 1908,65,138,161,46.128,3.418,"The find comprised 65 coins of Hadrian and Antoninus Pius, 7 copper-alloy figurines, a st1 figurine of Sucellus, some copper-alloy and glass plates, a scythe, some knives, an amphora, moulded glazed cups, bells, an incense burner, a triangular st1 pediment and some carbonised cereals.",NA
France,1992,5464,MONTANS 1992,40,41,42,43.86,1.88,40 aurei found in a ceramic atramentarium (inkpot): Augustus - Claudius I (AD 41-42).,NA
UK,1988,15215,INGOLDISTHORPE,2,-80,-60,52.859271,0.49392882,2 Ingoldisthorpe staters (a new type at the time of discovery) found in 1988.,NA
UK,1967,14788,"TOWCESTER, ALCHESTER ROAD",3,268,270,52.117023,-0.99371171,"A pit dug through remains of building 2/3 at Alchester Road, contained small hoard of 3 coins of Claudius Gothicus (268-70) found ""cemented together in a stack"". The pit fill was black, very ashy with burnt & smithing material mixed with unburnt st1. This demonstrates with other examples in area pattern of coin discard comparable to smaller urban foci elsewhere, though there are interesting anomalies within the Towcester group that would reward further study.Brown, A.E. & Woodfield, C. 1983. Excavations at Towcester, Northamptonshire: the Alchester Road Suburb. Northamptonshire Archaeology 18, 43-140",NA
France,1966,3825,NÉRAC,100,268,270,44.0991,0.3272,"Hoard of circa 100 antoniniani (radiates), only 7 were recovered, period of AD 260-275; silver w8: c. 28.0-124.0 g.",NA
Belgium,1930,6188,BUNSBEEK,180,211,217,50.842,4.943,180 bronze coins: Trajan - Caracalla (AD 211-217).,NA
Portugal,1962,17902,PALMEIRA,4000,393,423,41.595168132434,-8.4347963927528,Hoard of more than 4000 coins found with a ceramic vessel: Severus Alexander (Julia Mamaea) sestertius - Honorius.,NA
UK,1833,1011,BARTON WOOD,8,161,169,50.743287,-1.2643805,"A hoard found in Barton Wood, consisting of nearly a gallon measure of Roman brass coins. The coins, from being originally deposited in a box, had become so corroded, that they were unable easily to be separated, and in the attempt to effect this separation by a strong liquid the coins were rendered nearly illegible. Some were, however, rescued for the Newport Museum, and include an Augustus, a Trajan, 2 of Antoninus Pius, 2 of Lucius Verus, and 2 of Faustina, wife of Marcus Aurelius.",Carisbrooke Castle Museum
Ukraine,1928,4234,BOROCHITSY,3000,363,364,50.435334664024,24.825437131749,"At least 3000 denarii were found in ceramic vessel (2 of silver and 1 of bronze, at least). A gold medallion of Jovian. Together were found silver plates. It is not clear whether there were 1 or 2 hoards discovered. The denarii run from Vespasian to Septimius Severus.","Archaeological Museum, Warsaw (Byzantine vessels, Med); Shevchenko Museum, Lvov (362 den.); Ukrainian National Museum, Lvov (61)"
France,1880,7345,CLERMONT-FERRAND 1880,579,261,261,45.781,3.098,"The hoard comprised an earthenware vessel containing between 600 and 700 radiates of Gordian III to Postumus. The hoard was immediately dispersed, although subsequently 2 lots of coins were recovered for study.",NA
Croatia,1882,5394,OSIJEK 1882,2,138,161,45.555,18.696,A hoard of silver and bronze (perhaps also gold) coins. There is only data for 2 coins of Antoninius Pius.,NA
Bulgaria,1961,18317,TOPOLOVO,170,-29,-27,41.9034282996,25.005765945556,"Hoard of 170 silver coins found with a ceramic vessel: Thassian tetradrachm, Thassian tetradrachm imitations 39, republican denarii 124, 2 denarius imitations, and imperial denarii 4: C. Renius - Augustus (29-27 BC).","Archaeological Museum, Plovdiv, Bulgaria (inv.no. 2229)"
Austria,1986,13288,BRUCKNEUDORF 1986,5,316,317,48.018,16.779,"Roll of 5 nummi found on a field near the Roman villa: Constantine I 5, Licinius I 2 (AD 316-317).",NA
UK,2010,15379,WEST CAMBRIDGESHIRE,68,10,40,52.299516,-0.41764125,"67 of the coins are uninscribed Iron Age gold coins of a type known as ""South Ferriby"" staters. 1 is a gold quarter stater of Cunobelin.",St Neots Museum
Ukraine,1971,18618,OLIYIV,70,180,180,49.7576,25.2543,70 denarii: Vespasian - Commodus (AD 180-192).,"History Museum, Lvov, Ukraine."
Serbia,1966,16536,MEZUL 1966 1,272,249,251,44.470623,20.948322,272 antoniniani (radiates) ranging from Caracalla to Trajan Decius (AD 249-251). 6 coins have been lost.,Smederevo museum
France,1978,5484,SEYSSEL 1978-1980,188,177,186,45.95,5.85,"188 bronze coins fund in a ceramic vessel: 151 sestertii, 16 dupondii, 4 dupondii/asses, 17 asses: Domitian - Marcus Aurelius (AD 177).",NA
Italy,1878,14232,CASALVOLONE,2000,222,235,45.40014,8.462807,2000 denarii found with a ceramic vessel: Augustus - Severus alexander (AD 222-235).,"Dispersend among locals, and buyers from Novara and Torino."
Germany,1978,17028,PFUNGSTADT,8,103,111,49.79474,8.55554,"A Roman arm purse was found on a field, southwest of Hahn (today in the district of Pfungstadt), in the vicinity of the Hofgut Grabenbruch. The purse contained 8 Roman denarii, ranging from Galba to Trajan.",NA
Cyprus,1985,18749,PAPHOS - HOUSE OF HERACLES (ORPHEUS) 1985,22,158,159,34.7568,32.4036,"22 bronze coins found together: Obol, prutahs, local, provincial issues: Ptolemy VIII Physcon - Antoninus Pius (AD 158-159).",NA
UK,1992,15369,URCHFONT 1992,3,-20,10,51.294122,-1.9583597,"3 iron Age silver units, that have no connection with either the Urchfont II hoard or the group found in the neighbouring parish of Chirton.",NA
UK,1919,558,TRAPRAIN,4,397,402,55.96313,-2.67205,"In 1919, during the excavation of the Iron Age hill fort on Traprain Law, a pit was found in the latest floor. That pit was so close to the surface that the deposit obviously belonged to a later date. The hoard contained 160+ pieces of silver hack, much folded and crushed, as well as 4 siliquae. 2 of them were clipped, the other 2 are too badly corroded to be sure.","National Museums of Scotland (silver vessels, coins)"
Slovenia,1895,8942,CELJE 1,25,-32,-31,46.24,15.268,25 republican silver coins: 1 quadrigatus (225-31 BC).,Dispersed
UK,1840,15384,WEST WITTERING,3,-50,-20,50.776345,-0.89510259,"The earliest source to mention the circumstances of the find appears to be the Carlyon-Britton sale catalogue (Sotheby, 17 November 1913), at lots 24, 37 and 49, all of which are described as ""Found in a tumulus at Cackham Farm, West Wittering, about 1840"". Haselgrove (1984, 297) has suggested that the tumulus ""was probably a sand dune or clearance"", and he includes the Cackham Farm finds among the larger assemblage from Selsey (267). While it is possible that Carlyon-Britton had some particular knowledge of the circumstances of discovery, the record is too vague to be of much value now (de Jersey).",British Museum (part); Birmingham Museum (part)
