country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Italy,1971,15025,NEMBRO 1971,8,253,268,45.745723,9.762692,"A Roman hoard was found and dispersed, in recent years in Nembro. Some bronze coins of the 3rd century were seen. It is an Antoninianus (radiate) from Salamina (sic!) and dupondii of Claudius II and Aurelian (determination of E. Arslan). Soprin10denza Archeologica della Lombardia (7 coins).",Soprintendenza Archeologica della Lombardia (7 coins)
Turkey,1966,12829,PERGE,72,270,275,36.897,30.713,"A hoard of 71 Pamphylian bronze coins, mostly from Perge (64) and a few other cities, as well as 1 coin from Selge in Pisidia that ranges in date from Caracalla to Aurelian. These coins were purchased by John Mossop, which the ticket 'Perge hoard, Dec. 66'. It is unclear whether 'Perge' refers to the find spot, or to the fact that most coins came from that city.","Fitzwilliam Museum, Cambridge"
Italy,1932,14447,MARCIANISE,7,276,282,41.030738,14.299646,"2 hoards not entirely recovered. 1 contained 7 coins: Salonina, Tacitus, Probus (5).",NA
Lithuania,1934,15460,JANAPOLĖ,14,238,244,55.813993,22.380189,"Circa 2 kilos of coins and jewelry (2 bronze bracelets). For years it has been considered that Janapole and Dargeliszkie were 2 separate hoards. 14 bronze coins are hosted in the Museum ""Alka"" in Telšiai: Severus Alexander - Gordian III (AD 238-244).","Museum ""Alka"" Telšiai, Lithuania, (Inv.nos. 3514-3527; 6227; 18600)"
Eritrea,1961,15660,MAṬARĀ,14,204,204,14.674376,39.425693,"14 aureii (13 mounted): Trajan - Septimius Severus (AD 204); gold w8 110 g. Found with a bronze pitcher. The con10t: 2 crosses; 3 chains; a brooch; 6ty-8 pendants and 6ty-4 grains of necklace; 4teen coins of Roman emperors of the second-third century, the Anto9s mainly, and 2 bracteates.",NA
Belgium,1975,8626,HASTIÈRE 1975,1500,271,274,50.196,4.836,"ca. 1500 to 2000 coins, but only 528 are identified: Valerian I - Tetricus I (AD 271-274).",NA
Italy,1928,13800,CAPOTERRA 1928A,170,260,268,39.175022,8.97086,170 Roman imperial large bronze coins: Hadrian - Valerian I and Gallienus/Gallienus (sole) (AD 253-268). Possible part of the same hoard as Capoterra 1928b.,NA
Germany,1872,17270,THÜLE,10,175,192,52.963323,7.918203,"10 denarii (Vespasian - Commodus), found in 1872 during peat digging. 2 thereof arrived in the Oldenburg archive; an additional 3 were noted in 1905 in private possession.",NA
UK,1979,46,AYLESBURY 1979,2,383,388,51.819052,-0.85527933,"2 gold solidi were found during construction work in October 1979 in a bank of soil protecting a new housing estate at Haydon Hill, Aylesbury. They were found about 1 metre down in soil which could have come from almost anywhere on the housing estate.","British Museum (Theodosius coin); the other coin sold by Sotheby’s (15 July 1980, lot 196A)"
Germany,1846,3332,METTENBACH,28,255,256,48.64481,12.26322,"A hoard of 28 antoniniani, ranging from Gordian III to Valerian I, discovered in an earthenware container at a field in Met10bach.",NA
Hungary,1904,12778,BONYHÁD,37,157,161,46.298,18.526,"Hoard of 37 coins: 6 republican denarii, 1 imperial denarius, 25 sestertii, 1 dupondius, 4 asses: Republic - Antoninus Pius (AD 157-161).",NA
France,1874,12378,CLÉMONT 1874,820,271,274,47.5689,2.3082,It comprised 820 antoniniani (radiates) from Valerian I to Tetricus I (AD 271-274).,NA
UK,1856,2499,WILTON,81,393,402,54.562916,-1.1045568,"1 gold coin of Theodosius and 80 silver coins (Gratian, Theodosius, Honorius), found in 1856 near the ice-house at Wilton.","Dorman Museum, Middlesborough (part)"
Bulgaria,1916,5292,RUSSE 1916,1602,249,251,43.8458,25.9458,"1602 silver coins: denarii, quinarii, antoniniani (radiates), drachm: Trajan - Trajan Decius (AD 249-251).",NA
Georgia,1967,16081,MODINAKHE,6,347,355,42.348728,43.404281,"6 gold coins found in a grave during archaeological excavations: 1 solidus, 1 multiple of 1 1/2 solidus, 2 plated imitations of solidi, 1 blank: Constantine I and Constantius II (AD 347-355).","National Museum of Georgia, Tbilisi"
Germany,1927,3767,LEIMERSHEIM,365,259,260,49.1242608,8.345698,"In 1927 about 360 denarii and antoniniani (Caracalla - Postumus) were unearthed. The coins were strewn on the ground, on a place located on the floodplain of the river Rhine. There was also half of a longsword, remnants of scissors, 4 bronze rings and 50 tokens of glass and glass base.","Historisches Museum, Speyer"
Bulgaria,1935,9811,MIHAYLOVO 1935,10,244,249,43.577,23.598,"50 silver coins, 10 seen: Caracalla - Trajan Decius (AD 250-251).","National Archaeological Institute with Museum, Sofia, Bulgaria; inv.no. CLXIV in 1957"
Israel,2012,7617,NAḤAL SHALWA,136,117,138,31.565,34.794,"The hoard comprised 4 aurei and 132 silver coins, as well as jewellery from the second century AD: Nero - Hadrian (AD 117-138). Associated with Bar Kochba revolt (AD 132-135).",Israel Antiquity Authority (IAA 146753-146888)
Bulgaria,1978,3297,KOSOVO 1978,1100,249,251,44.098,22.634,1100 denarii and antoniniani: Septimius Severus - Trajan Decius (AD 249-251).,"Regional History Museum Vidin, Bulgaria; inv. no. 1426"
Romania,1877,8213,POIANA SĂRATĂ,367,180,192,46.142,26.456,"(Unknown initial number of coins, 5.76 kg): 367 denarii: Nero - Commodus (AD 180-192).",Lost
Romania,1976,16449,SPRÂNCENATA,18,-16,-16,44.057934,24.641722,18 denarii found together during the archaeological excavations at the Dacian fortress: Republic – Augustus (16 BC).,NA
Italy,1878,14232,CASALVOLONE,2000,222,235,45.40014,8.462807,2000 denarii found with a ceramic vessel: Augustus - Severus alexander (AD 222-235).,"Dispersend among locals, and buyers from Novara and Torino."
France,2000,17415,FOURMIES,119,253,259,50.015164,4.040263,"119 coins: 1 denarius, 118 antoniniani (radiates) found by metal detecting: Caracalla - Valerian I and Gallienus (AD 253-259).",NA
Romania,1872,2651,BAND,20,244,247,46.576,24.374,"Unknown initial number of coins. 20 silver coins: 19 antoniniani, 1 denarius: Elagabalus - Philip I (AD 244-247); silver w8 of 25.1-49.1 g.",Dispersed
Greece,1973,6794,SAMOS 1973/4,21,253,268,37.755,26.978,"A hoard of provincial coins (Samos, Pergamum, Smyrna, Clazomenae, Metropolis and Nysa; Gordian III - Gallienus), seen in commerce in Athens, coming from Samos. 16 coins are listed, but 21+ are menti1d in the heading.",Dispersed
Germany,1905,4203,IMMENDINGEN,56,320,324,47.9393,8.7431,"The hoard (56 nummi, from the time of Constantine I, with 1 antoninianus of Trajan Decius) was discovered in 1905 on a field, next to the road leaving Immendingen going to Möhringen. The pot, in which in which the coins were located, was lost immediately, the coins are now lost too.",NA
Austria,1906,13121,LAURIACUM 1906 1,76,352,354,48.221,14.474,"76 silver coins found in a building near the principia of the legionary fortress: 35 miliarenses, 41 siliquae: Constantine II, Constans, Constantius II, Vetranio, Constantius III Gallus, (AD 352-354); silver w8: 260.8-305.2g.","Museum Lauriacum - Museum der Stadt Enns, Austria"
France,1875,6367,CREST 1875,400,81,96,44.728,5.024,The hoard comprised a ceramic urn filled with approximately 400 Roman sestertii 'dating to the era of the 12 Caesars.',NA
France,1883,6102,SERMUR,32,100,200,45.973863,2.430171,A letter from M. Bréjouneau announced the discovery of 3 ceramic funerary urns and a 4th in st1 which contained cremation burials. 32 copper coins were also discovered at the same time. At least 7 were bronzes of the second century AD.,NA
France,1987,17406,PLOUAGAT,1000,269,271,48.536743,-2.999368,"Around circa 1000 silver coins, denarii and antoniniani (radiates) from Gallienus to Claudius II (AD 268-270) and some Gallic usurpers. Coins were split between the finder, the field owner, and the local museum.","INRAP, Musée de Saint-Brieuc (some lots)"
Spain,2016,7269,TOMARES,53000,294,312,37.379,-6.046,"The hoard comprised 19 amphorae filled with approximately 600 kg 53000 coins) of early 4th century nummi with the majority apparently coming from eastern mints. The coins were not worn and the amphorae appear to have been made specifically to accommodate the coins. At the moment, ""The 5899 pieces that were analyzed were minted under the emperors Diocletian, Maximian, Constantius, Galerius, Constantine, Severus, Maximinus, Licinius and Maxentius. They came from the mints of Rome, Carthage, Aquileia, Treveri, Ticinum, Lugdunum, Londinium, Siscia and Ostia. A smaller number of coins came from Alexandria, Cyzicus, Thessaloniki, Heraklea, Nicomedia and Antiochi. The emperor whose name appears on the highest number of coins is Diocletian, and the mint, Carthage.""","Provincial Archaeology Museum of Seville, Spain"
Italy,1886,14233,SETTIMO TORINESE,800,222,235,45.136847,7.770415,Around 800 denarii found with a copper alloy vessel: Vitellius - Severus Alexander (AD 222-235).,NA
France,1927,3628,COËSMES,1576,271,274,47.8834,-1.4411,"1576 coins found in 2 ceramic vessels: 1 denarius, 1575 antoniniani (radiates): Severus Alexander (Julia Mammaea), Trebonianus Gallus - Tetricus I (AD 271-274); silver w8: c. 300.6-2110.7 g.","Cabinet des Médailles, Paris, France"
Sri Lanka,1990,18486,HUNGAMA,20000,294,500,6.115519336183,80.930426720534,"Around 20000 nummi? Doubtful. Confirmation required. “According to Bopearachchi the hoard consisted entirely of, “Roman third brass”. The fate of the coins is presented by Bopearachchi as follows: “We could only examine a few coins of this hoard; we learned later that the rest of the hoard was melted down”.",Melted down
Russia,1984,18351,ANAPA 1984,105,234,238,44.8964,37.3092,"Hoard of 105 coins of the Bosporan kings: Rhescuporis II, Sauromates I, Cotys II, Rhoemetalces, Sauromates II, Rhescuporis III, Cotys III, Sauromates III, Rhescuporis IV, Ininthimeus.",NA
Germany,1957,19957,BERGKAMEN,10,-9,-3,51.612,7.5867000000000004,"10 coins stuck together were found on the area of the legionary fort. Together were found a silver phalera and a silver handle from a cup. Coins ranging: Celtic 1, Republic 1, Augustus Colonia Nemausus 8.",NA
Luxembourg,1916,13572,REULAND,7,310,313,49.75187,6.26165,"Only a fraction of the coins that were once found in a pot are known. The hoard was split between various owners, with only the 7 coins currently in the Musee de l'Etat recorded.",Mr. Demuth; Mr. Michel Hoss; Dr. Graf; Mr. N. Thill
Bulgaria,1956,12169,GAVRAILOVO,7,238,244,42.6448,26.1802,Unknown number of silver and bronze coins. 2 dupondii of Domitian and 5 antoniniani of Gordian III are known.,NA
UK,1960,15037,NETTLETON (SHRINE OF APOLLO) B,131,378,383,51.482664,-2.2606041,"At Nettleton, during the excavation of the West Lodge, Building XVIII, 2 groups of coins have been listed separately as they seem to belong to hoards or deposits. Both groups belong to the middle and end of the 4th century. The second group (group B) only became apparent during the identification of the coins and is almost certainly too small since no coin was included unless it had all the necessary characteristics (e.g. lack of wear on these coins of Valentinian I and his co-rulers). Group B probably ends with coins of 378-83, though it is just possible that these are intrusive. This will affect the date of the deposit very little, however, for the group could have been formed and buried any time up to c. 388 when the issues of the House of Theodosius came into Britain in large numbers.",NA
UK,1772,14709,TURVILLE,32,161,180,51.622096,-0.94691376,"HER record of a hoard of 32 Roman copper coins, ""chiefly of the Middle Empire"" found in 1772 at North End in Turville. 8 of the coins were said in 1797 to be in the possession of Col Innes of Ibst1 House, of which there were 2 of Antoninus Pius, 2 ""Faustinas"", 2 ""Vespasians"", 1 Trajan and 1 ""Aurelius"". Source: Thomas Langley 1797 ""History and Antiquities of the Hundred of Desborough"" p.383.",NA
Germany,1946,17292,SANKT ANNEN,24,211,217,54.349848,9.0785,"In 1946 during peat digging the find was discovered in a marsh, between St. Annen and Lunden. The find consisted of a wooden box (not preserved) containing a small silver vessel (destroyed) with 9 pearls, 1 sestertius of Antoninus Pius, rolls of 23 denarii (Antoninus Pius - Caracalla), and 2 small bronze rings.",NA
France,1845,5553,FLINES-LÈS-MORTAGNE,4,-100,0,50.5108,3.4829,4 Celtic staters.,NA
Hungary,1885,4210,KOMÁROM-SZŐNY 1885,55,294,294,47.737,18.194,"55 coins: 4 gold medallions, 5 aurei and 46 silver coins: Only 17 coins are studied: 4 medallions, 5 aurei, 8 argentei: Numerianus - Constantius I (AD 294).","National Hungarian Museum (Inv.no. 104.1885 - gold pieces only), Budapest, Hungary; private collections F. Trau (Vienna) and A. Bachofen von Echt (Nussdorf, Vienna)"
Spain,1947,17679,TREMOEDO,740,337,361,42.5401,-8.7805,"Originally, the hoard comprised 740 coins. Only 18 are studied at the moment: Tetricus I - Constantius II (AD 337-361).","Museo de Pontevedra, Spain"
UK,1833,1011,BARTON WOOD,8,161,169,50.743287,-1.2643805,"A hoard found in Barton Wood, consisting of nearly a gallon measure of Roman brass coins. The coins, from being originally deposited in a box, had become so corroded, that they were unable easily to be separated, and in the attempt to effect this separation by a strong liquid the coins were rendered nearly illegible. Some were, however, rescued for the Newport Museum, and include an Augustus, a Trajan, 2 of Antoninus Pius, 2 of Lucius Verus, and 2 of Faustina, wife of Marcus Aurelius.",Carisbrooke Castle Museum
France,1884,6076,LE VIGEN,400,271,274,45.751031,1.288696,The hoard comprised a ceramic pot containing approximately '400 middle and small bronzes dating to the third century AD': Valerian I - Tetricus I (AD 271-274).,NA
Germany,1867,17178,BENTWISCH,7,186,186,53.76487,9.14947,In 1867 a hoard of denarii was discovered in a sand hill on the left bank of the Oste river 2 miles from the estuary. The 6 preserved coins run from Vespasian to Commodus. It is to be assumed that the hoard was composed of more specimens.,Berlin (1867/28789)
Belgium,1980,8520,POMMEROEUL 1980,29,253,260,50.462,3.713,"17 denarii, 11 antoniniani (radiates) and 1 sestertius (separated): Septimius Severus - Valerian I (AD 253-260).",NA
Germany,1933,4319,ELLERBECK,25,364,367,52.25976,8.25286,"A hoard of 25 solidi (Constantius II - Valens) from Ellerbek was discovered in 1933 by the landowner in a sand pit, on the north side of the river Hase. The finder uncovered a cylindrical bronze can with a hole 2mm in size. The find was purchased by the state museum of Hannover.",Landesmuseum Hannover
Italy,1970,13870,MACERATA FELTRIA,38,180,182,43.803108,12.442751,38 bronze coins found in a small sewer found as 1 block: Vespasian - Commodus (AD,"Museo Archeologico Nazionale, Ancona, Italy (inv.nos. 8957 /30869; 8961/30873; 8963/30875-8964/30876; 8971/30883-9004/30916)"
Germany,1972,16469,REGENSBURG 1972 A,60,346,350,49.0525,12.192757,A hoard of 60 late Roman coins (Constantin I - Constantius II) found during excavations made before the construction of a new Merkur store Am Spielhof. The coins had been burnt and are poorly preserved. Deposition possibly connected with the incursion of the Juthungen in AD 357.,NA
Poland,1839,4288,ZAMOŚĆ,16,351,355,50.715951,23.255129,16 siliquae of Constantius II (AD 351-355) found numerous silver jewelry; silver w8: 33.2-50.0 g.,"Hermitage, St. Petersburg"
Italy,1930,14445,SABBIONCELLI,4000,270,275,45.008939,10.530552,4000 antoniniani (radiates). 1967 were available to identify the issuers: Valerian I and Gallienus - Aurelian (AD 270-275).,"Gabinetto Numismatico, Milano, Italy (1,967 coins)."
Turkey,1966,9117,SATALA?,17,282,283,40.028,39.598,Said to have been found at Satala. The hoard comprised 17 antoniniani (radiates) dated between the reigns of Valerian I and Carus.,"Erzurum Museum, Turkey"
Belgium,1850,8298,WEVELGEM,188,193,211,50.809,3.184,188 silver and bronze coins: Trajan - Septimius Severus (AD 193-211).,NA
UK,1988,15395,WHITCHURCH 1988-89,7,-60,-50,51.265143,-1.3134148,Between December 1988 and January 1989 a third deposit (Hoard III) was located about 500 m to the south-west. This deposit consisted of 7 Iron Age staters (2 Gallo-Belgic E and 5 Chute). –– Probably part of the same deposit as hoards I and II.,NA
Czech Republic,1945,15894,ČESKÁ SKALICE ? 1945,10,162,162,50.39453,16.041781,10 denarii: Trajan – Marcus Aurelius (AD 162).,"NPÚ-ÚOP Pardubice, Náchod Castle collection, Czech Republic (inv.nos. 2.920, 3.016-3.023)."
